wavelength_nm,selected_x_px,displacement_px,max_energy,plateau_start_x,plateau_end_x,plateau_width,filepath
1001,607,0.000000,27535.000009,606,608,3,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00000_1001nm.npy
1003,607,0.000000,27510.199997,606,608,3,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00001_1003nm.npy
1005,607,0.000000,25258.599991,607,608,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00002_1005nm.npy
1007,607,0.000000,25371.000000,607,608,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00003_1007nm.npy
1009,607,0.000000,25448.000002,606,609,4,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00004_1009nm.npy
1011,607,0.000000,25564.799995,606,609,4,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00005_1011nm.npy
1013,607,0.000000,25660.599994,606,609,4,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00006_1013nm.npy
1015,608,1.000000,25799.000012,608,608,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00007_1015nm.npy
1017,607,0.000000,25874.600003,607,608,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00008_1017nm.npy
1019,607,0.000000,25943.200009,607,608,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00009_1019nm.npy
1021,608,1.000000,26002.600004,607,609,3,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00010_1021nm.npy
1023,608,1.000000,26053.600007,606,610,5,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00011_1023nm.npy
1025,609,2.000000,26118.799999,608,610,3,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00012_1025nm.npy
1027,609,2.000000,26186.000004,606,612,7,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00013_1027nm.npy
1029,611,4.000000,26255.400011,610,612,3,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00014_1029nm.npy
1031,611,4.000000,26321.200002,610,612,3,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00015_1031nm.npy
1033,611,4.000000,26416.600004,611,612,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00016_1033nm.npy
1035,611,4.000000,26483.600006,611,612,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00017_1035nm.npy
1037,612,5.000000,26582.199999,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00018_1037nm.npy
1039,612,5.000000,26627.400001,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00019_1039nm.npy
1041,612,5.000000,26702.600014,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00020_1041nm.npy
1043,612,5.000000,26757.200009,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00021_1043nm.npy
1045,612,5.000000,26798.800005,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00022_1045nm.npy
1047,612,5.000000,26796.999995,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00023_1047nm.npy
1049,612,5.000000,26852.800005,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00024_1049nm.npy
1051,612,5.000000,26910.599994,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00025_1051nm.npy
1053,612,5.000000,26929.800005,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00026_1053nm.npy
1055,612,5.000000,27001.199997,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00027_1055nm.npy
1057,612,5.000000,27021.800000,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00028_1057nm.npy
1059,612,5.000000,27085.000011,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00029_1059nm.npy
