wavelength_nm,selected_x_px,displacement_px,max_energy,plateau_start_x,plateau_end_x,plateau_width,filepath
1061,612,5.000000,27110.200008,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00030_1061nm.npy
1063,614,7.000000,27181.999995,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00031_1063nm.npy
1065,612,5.000000,27203.400005,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00032_1065nm.npy
1067,614,7.000000,27264.800001,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00033_1067nm.npy
1069,612,5.000000,27274.200002,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00034_1069nm.npy
1071,612,5.000000,27324.800004,612,612,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00035_1071nm.npy
1073,614,7.000000,27383.800010,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00036_1073nm.npy
1075,614,7.000000,27427.200002,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00037_1075nm.npy
1077,614,7.000000,27447.600000,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00038_1077nm.npy
1079,614,7.000000,27493.999999,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00039_1079nm.npy
1081,614,7.000000,27561.000006,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00040_1081nm.npy
1083,614,7.000000,27549.199991,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00041_1083nm.npy
1085,614,7.000000,27580.000005,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00042_1085nm.npy
1087,614,7.000000,27610.600007,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00043_1087nm.npy
1089,614,7.000000,27645.200013,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00044_1089nm.npy
1091,614,7.000000,27676.000006,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00045_1091nm.npy
1093,614,7.000000,27687.800002,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00046_1093nm.npy
1095,614,7.000000,27687.000003,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00047_1095nm.npy
1097,614,7.000000,27729.400000,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00048_1097nm.npy
1099,614,7.000000,27742.400004,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00049_1099nm.npy
1101,614,7.000000,27734.600000,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00050_1101nm.npy
1103,614,7.000000,27764.999998,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00051_1103nm.npy
1105,614,7.000000,27796.199992,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00052_1105nm.npy
1107,614,7.000000,27806.600000,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00053_1107nm.npy
1109,614,7.000000,27833.400002,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00054_1109nm.npy
1111,614,7.000000,27879.400006,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00055_1111nm.npy
1113,614,7.000000,27884.800012,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00056_1113nm.npy
1115,614,7.000000,27942.400008,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00057_1115nm.npy
1117,614,7.000000,27956.800001,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00058_1117nm.npy
1119,614,7.000000,28019.400002,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00059_1119nm.npy
1121,614,7.000000,28040.400000,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00060_1121nm.npy
1123,614,7.000000,28090.399999,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00061_1123nm.npy
1125,614,7.000000,28095.600008,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00062_1125nm.npy
1127,614,7.000000,28125.799997,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00063_1127nm.npy
1129,614,7.000000,28188.200004,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00064_1129nm.npy
1131,614,7.000000,28257.000010,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00065_1131nm.npy
1133,614,7.000000,28313.599994,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00066_1133nm.npy
1135,614,7.000000,28332.600002,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00067_1135nm.npy
1137,614,7.000000,28419.199992,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00068_1137nm.npy
1139,614,7.000000,28457.200010,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00069_1139nm.npy
1141,614,7.000000,28472.400002,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00070_1141nm.npy
1143,614,7.000000,28504.400011,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00071_1143nm.npy
1145,614,7.000000,28514.000000,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00072_1145nm.npy
1147,614,7.000000,28533.400003,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00073_1147nm.npy
1149,614,7.000000,28558.200005,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00074_1149nm.npy
1151,614,7.000000,28565.800003,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00075_1151nm.npy
1153,614,7.000000,28591.599999,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00076_1153nm.npy
1155,614,7.000000,28610.000003,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00077_1155nm.npy
1157,614,7.000000,28618.400009,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00078_1157nm.npy
1159,614,7.000000,28627.999997,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00079_1159nm.npy
1161,614,7.000000,28662.000003,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00080_1161nm.npy
1163,614,7.000000,28684.400002,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00081_1163nm.npy
1165,614,7.000000,28702.400001,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00082_1165nm.npy
1167,614,7.000000,28712.200010,614,614,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00083_1167nm.npy
1169,619,12.000000,28748.800011,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00084_1169nm.npy
1171,617,10.000000,28685.600011,617,617,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00085_1171nm.npy
1173,619,12.000000,28723.200006,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00086_1173nm.npy
1175,619,12.000000,28766.599997,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00087_1175nm.npy
1177,619,12.000000,28797.000011,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00088_1177nm.npy
1179,619,12.000000,28830.799990,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00089_1179nm.npy
1181,619,12.000000,28877.199998,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00090_1181nm.npy
1183,619,12.000000,28913.000011,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00091_1183nm.npy
1185,619,12.000000,28965.999994,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00092_1185nm.npy
1187,619,12.000000,28973.400005,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00093_1187nm.npy
1189,619,12.000000,29026.800001,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00094_1189nm.npy
1191,619,12.000000,29042.000002,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00095_1191nm.npy
1193,619,12.000000,29046.400003,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00096_1193nm.npy
1195,619,12.000000,29055.800005,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00097_1195nm.npy
1197,619,12.000000,29029.200007,619,619,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00098_1197nm.npy
1199,620,13.000000,28987.599992,620,620,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00099_1199nm.npy
1201,620,13.000000,29056.600010,620,620,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00100_1201nm.npy
1203,620,13.000000,29043.200009,620,620,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00101_1203nm.npy
1205,623,16.000000,29032.000008,623,623,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00102_1205nm.npy
1207,623,16.000000,29105.399992,623,623,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00103_1207nm.npy
1209,623,16.000000,29141.000005,623,623,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00104_1209nm.npy
1211,623,16.000000,29180.399997,623,623,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00105_1211nm.npy
1213,623,16.000000,29233.400009,623,623,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00106_1213nm.npy
1215,623,16.000000,29275.200000,623,623,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00107_1215nm.npy
1217,623,16.000000,29316.600009,623,623,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00108_1217nm.npy
1219,623,16.000000,29368.200002,623,623,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00109_1219nm.npy
1221,623,16.000000,29413.200008,623,623,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00110_1221nm.npy
1223,623,16.000000,29440.799981,623,624,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00111_1223nm.npy
1225,623,16.000000,29440.599994,623,624,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00112_1225nm.npy
1227,624,17.000000,29477.600004,624,624,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00113_1227nm.npy
1229,624,17.000000,29478.800018,624,624,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00114_1229nm.npy
1231,624,17.000000,29374.000024,624,624,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00115_1231nm.npy
1233,624,17.000000,29380.999991,624,625,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00116_1233nm.npy
1235,625,18.000000,29321.199997,624,627,4,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00117_1235nm.npy
1237,626,19.000000,29376.000004,626,626,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00118_1237nm.npy
1239,626,19.000000,29396.399997,626,627,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00119_1239nm.npy
1241,626,19.000000,29393.800004,626,627,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00120_1241nm.npy
1243,627,20.000000,29428.999991,627,627,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00121_1243nm.npy
1245,627,20.000000,29402.399985,627,627,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00122_1245nm.npy
1247,627,20.000000,29282.600003,627,628,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00123_1247nm.npy
1249,627,20.000000,29326.600010,627,628,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00124_1249nm.npy
1251,627,20.000000,29248.000000,627,628,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00125_1251nm.npy
1253,628,21.000000,29204.399992,628,628,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00126_1253nm.npy
1255,628,21.000000,29134.399983,628,628,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00127_1255nm.npy
1257,628,21.000000,29053.599997,628,628,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00128_1257nm.npy
1259,628,21.000000,29058.200012,628,628,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00129_1259nm.npy
1261,628,21.000000,29010.799995,628,628,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00130_1261nm.npy
1263,630,23.000000,29020.799994,630,630,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00131_1263nm.npy
1265,630,23.000000,29008.200037,630,630,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00132_1265nm.npy
1267,630,23.000000,28926.799999,630,630,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00133_1267nm.npy
1269,630,23.000000,28899.599997,630,630,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00134_1269nm.npy
1271,630,23.000000,28802.200016,630,630,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00135_1271nm.npy
1273,630,23.000000,28801.999974,630,630,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00136_1273nm.npy
1275,630,23.000000,28716.200010,630,630,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00137_1275nm.npy
1277,632,25.000000,28722.000017,632,633,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00138_1277nm.npy
1279,632,25.000000,28690.799986,632,633,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00139_1279nm.npy
1281,633,26.000000,28601.599973,632,634,3,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00140_1281nm.npy
1283,633,26.000000,28572.400002,632,634,3,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00141_1283nm.npy
1285,633,26.000000,28509.400023,632,634,3,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00142_1285nm.npy
1287,633,26.000000,28515.600023,632,634,3,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00143_1287nm.npy
1289,633,26.000000,28526.000011,633,634,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00144_1289nm.npy
1291,633,26.000000,28512.800024,633,634,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00145_1291nm.npy
1293,634,27.000000,28532.800004,634,634,1,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00146_1293nm.npy
1295,634,27.000000,28536.799970,634,635,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00147_1295nm.npy
1297,634,27.000000,28431.200015,634,635,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00148_1297nm.npy
1299,634,27.000000,28392.399985,634,635,2,scan_blocks_output/Try_diferentes_times/B6_1001_1300/00149_1299nm.npy
