wavelength_nm,selected_x_px,displacement_px,max_energy,plateau_start_x,plateau_end_x,plateau_width,filepath
1353,623,-11.000000,36972.799997,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00026_1353nm.npy
1355,623,-11.000000,36983.600040,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00027_1355nm.npy
1357,623,-11.000000,37011.799991,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00028_1357nm.npy
1359,623,-11.000000,37014.000011,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00029_1359nm.npy
1361,623,-11.000000,37028.000042,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00030_1361nm.npy
1363,623,-11.000000,37007.599987,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00031_1363nm.npy
1365,623,-11.000000,37040.200006,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00032_1365nm.npy
1367,623,-11.000000,37027.400021,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00033_1367nm.npy
1369,623,-11.000000,37063.800028,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00034_1369nm.npy
1371,623,-11.000000,37050.600039,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00035_1371nm.npy
1373,623,-11.000000,37067.599990,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00036_1373nm.npy
1375,623,-11.000000,37100.000007,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00037_1375nm.npy
1377,623,-11.000000,37123.399993,623,624,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00038_1377nm.npy
1379,623,-11.000000,37137.200041,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00039_1379nm.npy
1381,623,-11.000000,37189.800016,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00040_1381nm.npy
1383,623,-11.000000,37247.999967,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00041_1383nm.npy
1385,623,-11.000000,37257.800040,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00042_1385nm.npy
1387,623,-11.000000,37285.399967,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00043_1387nm.npy
1389,623,-11.000000,37298.000044,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00044_1389nm.npy
1391,623,-11.000000,37340.400027,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00045_1391nm.npy
1393,623,-11.000000,37364.000001,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00046_1393nm.npy
1395,623,-11.000000,37395.200017,623,623,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00047_1395nm.npy
1397,627,-7.000000,37411.600006,627,628,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00048_1397nm.npy
1399,627,-7.000000,37459.800014,627,628,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00049_1399nm.npy
1401,628,-6.000000,37502.400041,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00050_1401nm.npy
1403,628,-6.000000,37549.399977,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00051_1403nm.npy
1405,628,-6.000000,37599.800005,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00052_1405nm.npy
1407,628,-6.000000,37640.200008,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00053_1407nm.npy
1409,628,-6.000000,37661.800001,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00054_1409nm.npy
1411,628,-6.000000,37703.000008,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00055_1411nm.npy
1413,628,-6.000000,37730.999986,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00056_1413nm.npy
1415,628,-6.000000,37754.200029,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00057_1415nm.npy
1417,630,-4.000000,37810.800025,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00058_1417nm.npy
1419,630,-4.000000,37870.400013,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00059_1419nm.npy
1421,630,-4.000000,37900.599931,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00060_1421nm.npy
1423,630,-4.000000,37949.000025,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00061_1423nm.npy
1425,628,-6.000000,37999.600043,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00062_1425nm.npy
1427,628,-6.000000,38028.599972,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00063_1427nm.npy
1429,628,-6.000000,38119.799949,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00064_1429nm.npy
1431,628,-6.000000,38173.600036,628,628,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00065_1431nm.npy
1433,630,-4.000000,38276.399963,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00066_1433nm.npy
1435,630,-4.000000,38359.799979,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00067_1435nm.npy
1437,630,-4.000000,38393.999992,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00068_1437nm.npy
1439,630,-4.000000,38466.999982,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00069_1439nm.npy
1441,630,-4.000000,38510.000015,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00070_1441nm.npy
1443,630,-4.000000,38547.200007,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00071_1443nm.npy
1445,630,-4.000000,38581.199999,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00072_1445nm.npy
1447,630,-4.000000,38613.000032,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00073_1447nm.npy
1449,630,-4.000000,38623.999986,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00074_1449nm.npy
1451,630,-4.000000,38646.600029,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00075_1451nm.npy
1453,630,-4.000000,38686.200017,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00076_1453nm.npy
1455,630,-4.000000,38708.799970,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00077_1455nm.npy
1457,630,-4.000000,38736.599984,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00078_1457nm.npy
1459,630,-4.000000,38769.799999,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00079_1459nm.npy
1461,630,-4.000000,38776.599984,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00080_1461nm.npy
1463,630,-4.000000,38804.600004,630,630,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00081_1463nm.npy
1465,634,0.000000,38833.799998,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00082_1465nm.npy
1467,634,0.000000,38857.400026,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00083_1467nm.npy
1469,634,0.000000,38884.199970,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00084_1469nm.npy
1471,634,0.000000,38901.000005,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00085_1471nm.npy
1473,634,0.000000,38956.600055,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00086_1473nm.npy
1475,634,0.000000,38962.399975,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00087_1475nm.npy
1477,634,0.000000,39019.200021,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00088_1477nm.npy
1479,634,0.000000,39030.599961,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00089_1479nm.npy
1481,634,0.000000,39054.800023,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00090_1481nm.npy
1483,634,0.000000,39079.799974,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00091_1483nm.npy
1485,634,0.000000,39130.199969,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00092_1485nm.npy
1487,634,0.000000,39139.000005,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00093_1487nm.npy
1489,634,0.000000,39176.199985,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00094_1489nm.npy
1491,634,0.000000,39219.999978,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00095_1491nm.npy
1493,634,0.000000,39247.600039,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00096_1493nm.npy
1495,634,0.000000,39289.199960,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00097_1495nm.npy
1497,634,0.000000,39346.400022,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00098_1497nm.npy
1499,634,0.000000,39405.000019,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00099_1499nm.npy
1501,634,0.000000,39425.799993,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00100_1501nm.npy
1503,634,0.000000,39490.400009,634,634,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00101_1503nm.npy
1505,634,0.000000,39494.600014,634,635,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00102_1505nm.npy
1507,634,0.000000,39521.000030,634,635,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00103_1507nm.npy
1509,634,0.000000,39537.599963,634,635,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00104_1509nm.npy
1511,634,0.000000,39556.599967,634,635,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00105_1511nm.npy
1513,634,0.000000,39580.800024,634,635,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00106_1513nm.npy
1515,634,0.000000,39598.400005,634,635,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00107_1515nm.npy
1517,634,0.000000,39642.800026,634,635,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00108_1517nm.npy
1519,634,0.000000,39654.999988,634,635,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00109_1519nm.npy
1521,634,0.000000,39698.800048,634,635,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00110_1521nm.npy
1523,634,0.000000,39710.800066,634,635,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00111_1523nm.npy
1525,635,1.000000,39719.800023,635,635,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00112_1525nm.npy
1527,635,1.000000,39744.400083,635,635,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00113_1527nm.npy
1529,635,1.000000,39764.999985,635,635,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00114_1529nm.npy
1531,637,3.000000,39795.400015,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00115_1531nm.npy
1533,637,3.000000,39803.599999,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00116_1533nm.npy
1535,637,3.000000,39807.400014,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00117_1535nm.npy
1537,637,3.000000,39827.200047,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00118_1537nm.npy
1539,637,3.000000,39826.599980,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00119_1539nm.npy
1541,637,3.000000,39836.000010,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00120_1541nm.npy
1543,637,3.000000,39836.199938,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00121_1543nm.npy
1545,637,3.000000,39844.400027,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00122_1545nm.npy
1547,637,3.000000,39858.200004,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00123_1547nm.npy
1549,637,3.000000,39844.000071,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00124_1549nm.npy
1551,637,3.000000,39866.999939,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00125_1551nm.npy
1553,637,3.000000,39856.999941,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00126_1553nm.npy
1555,637,3.000000,39838.999965,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00127_1555nm.npy
1557,637,3.000000,39820.200024,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00128_1557nm.npy
1559,637,3.000000,39839.599986,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00129_1559nm.npy
1561,637,3.000000,39811.200018,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00130_1561nm.npy
1563,637,3.000000,39802.200065,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00131_1563nm.npy
1565,637,3.000000,39741.799994,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00132_1565nm.npy
1567,637,3.000000,39724.600007,637,637,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00133_1567nm.npy
1569,643,9.000000,39738.800008,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00134_1569nm.npy
1571,643,9.000000,39782.600034,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00135_1571nm.npy
1573,643,9.000000,39781.599999,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00136_1573nm.npy
1575,643,9.000000,39861.000012,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00137_1575nm.npy
1577,643,9.000000,39884.999936,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00138_1577nm.npy
1579,643,9.000000,39920.600036,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00139_1579nm.npy
1581,643,9.000000,39969.000051,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00140_1581nm.npy
1583,643,9.000000,39978.200045,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00141_1583nm.npy
1585,643,9.000000,39986.999999,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00142_1585nm.npy
1587,643,9.000000,40003.800036,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00143_1587nm.npy
1589,643,9.000000,40034.199989,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00144_1589nm.npy
1591,643,9.000000,40043.600069,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00145_1591nm.npy
1593,643,9.000000,40087.200009,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00146_1593nm.npy
1595,643,9.000000,40101.200033,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00147_1595nm.npy
1597,643,9.000000,40100.999983,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00148_1597nm.npy
1599,643,9.000000,40061.799982,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00149_1599nm.npy
1601,643,9.000000,40086.799982,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00150_1601nm.npy
1603,643,9.000000,40068.599991,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00151_1603nm.npy
1605,643,9.000000,40020.599987,643,643,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00152_1605nm.npy
1607,643,9.000000,39868.800049,643,644,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00153_1607nm.npy
1609,644,10.000000,39895.000002,644,644,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00154_1609nm.npy
1611,644,10.000000,39875.800020,644,644,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00155_1611nm.npy
1613,644,10.000000,39871.999980,644,644,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00156_1613nm.npy
1615,644,10.000000,39734.200042,644,644,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00157_1615nm.npy
1617,644,10.000000,39635.400042,644,644,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00158_1617nm.npy
1619,644,10.000000,39475.199987,644,644,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00159_1619nm.npy
1621,644,10.000000,39340.799998,644,644,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00160_1621nm.npy
1623,644,10.000000,39284.200042,644,644,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00161_1623nm.npy
1625,647,13.000000,39264.600031,647,647,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00162_1625nm.npy
1627,647,13.000000,39291.199980,647,647,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00163_1627nm.npy
1629,647,13.000000,39257.000001,647,647,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00164_1629nm.npy
1631,647,13.000000,39206.200013,647,647,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00165_1631nm.npy
1633,647,13.000000,39118.399961,647,647,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00166_1633nm.npy
1635,647,13.000000,38927.399978,647,647,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00167_1635nm.npy
1637,647,13.000000,38768.400047,647,647,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00168_1637nm.npy
1639,649,15.000000,38643.600023,649,650,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00169_1639nm.npy
1641,649,15.000000,38586.599978,649,650,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00170_1641nm.npy
1643,650,16.000000,38559.000056,650,650,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00171_1643nm.npy
1645,650,16.000000,38469.199978,650,650,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00172_1645nm.npy
1647,650,16.000000,38338.400042,650,650,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00173_1647nm.npy
1649,650,16.000000,38056.000024,650,650,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00174_1649nm.npy
1651,650,16.000000,37791.799960,650,651,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00175_1651nm.npy
1653,651,17.000000,37534.799988,650,652,3,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00176_1653nm.npy
1655,651,17.000000,37291.000022,650,652,3,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00177_1655nm.npy
1657,650,16.000000,36986.999967,650,650,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00178_1657nm.npy
1659,650,16.000000,36742.200105,650,650,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00179_1659nm.npy
1661,652,18.000000,36532.000002,652,652,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00180_1661nm.npy
1663,654,20.000000,36264.800126,654,654,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00181_1663nm.npy
1665,654,20.000000,36009.000083,654,654,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00182_1665nm.npy
1667,654,20.000000,35671.200052,654,654,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00183_1667nm.npy
1669,654,20.000000,35315.000004,654,654,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00184_1669nm.npy
1671,654,20.000000,35027.800113,654,654,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00185_1671nm.npy
1673,654,20.000000,34575.799993,654,654,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00186_1673nm.npy
1675,654,20.000000,34146.800002,654,655,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00187_1675nm.npy
1677,654,20.000000,33710.800074,654,655,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00188_1677nm.npy
1679,654,20.000000,33243.399988,654,655,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00189_1679nm.npy
1681,654,20.000000,32723.199987,654,655,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00190_1681nm.npy
1683,654,20.000000,32276.200053,654,655,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00191_1683nm.npy
1685,654,20.000000,31794.600036,654,655,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00192_1685nm.npy
1687,654,20.000000,31228.199889,654,655,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00193_1687nm.npy
1689,654,20.000000,30679.399939,654,655,2,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00194_1689nm.npy
1691,655,21.000000,30139.600070,655,655,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00195_1691nm.npy
1693,655,21.000000,29547.199980,655,655,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00196_1693nm.npy
1695,655,21.000000,28798.400020,655,655,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00197_1695nm.npy
1697,655,21.000000,28268.199975,655,655,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00198_1697nm.npy
1699,655,21.000000,27560.199997,655,655,1,scan_blocks_output/Try_diferentes_times/B7_1301_1700/00199_1699nm.npy
