wavelength_nm,selected_x_px,displacement_px,max_energy,plateau_start_x,plateau_end_x,plateau_width,filepath
733,576,15.000000,17852.400000,576,576,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00016_0733nm.npy
735,576,15.000000,17948.000014,576,576,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00017_0735nm.npy
737,576,15.000000,18002.600014,576,576,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00018_0737nm.npy
739,576,15.000000,18061.200004,576,576,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00019_0739nm.npy
741,576,15.000000,18194.999983,576,576,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00020_0741nm.npy
743,576,15.000000,18287.800007,576,576,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00021_0743nm.npy
745,576,15.000000,18351.399989,576,576,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00022_0745nm.npy
747,576,15.000000,18407.799996,576,576,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00023_0747nm.npy
749,576,15.000000,18420.399998,576,576,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00024_0749nm.npy
751,576,15.000000,18480.799996,576,576,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00025_0751nm.npy
753,576,15.000000,18563.599993,576,576,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00026_0753nm.npy
755,578,17.000000,18660.400008,578,579,2,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00027_0755nm.npy
757,578,17.000000,18729.599993,578,579,2,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00028_0757nm.npy
759,579,18.000000,18872.599989,579,579,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00029_0759nm.npy
761,579,18.000000,19001.800004,579,579,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00030_0761nm.npy
763,582,21.000000,19190.200005,582,582,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00031_0763nm.npy
765,582,21.000000,19312.400006,582,582,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00032_0765nm.npy
767,582,21.000000,19458.599998,582,582,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00033_0767nm.npy
769,582,21.000000,19709.000009,582,582,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00034_0769nm.npy
771,582,21.000000,19862.199997,582,582,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00035_0771nm.npy
773,582,21.000000,20107.000002,582,582,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00036_0773nm.npy
775,582,21.000000,20384.200004,582,582,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00037_0775nm.npy
777,586,25.000000,20702.200002,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00038_0777nm.npy
779,586,25.000000,21060.799999,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00039_0779nm.npy
781,586,25.000000,21253.000002,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00040_0781nm.npy
783,586,25.000000,21401.800004,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00041_0783nm.npy
785,586,25.000000,21656.599991,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00042_0785nm.npy
787,586,25.000000,21774.399996,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00043_0787nm.npy
789,586,25.000000,21906.999998,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00044_0789nm.npy
791,586,25.000000,21975.799997,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00045_0791nm.npy
793,586,25.000000,22016.200000,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00046_0793nm.npy
795,586,25.000000,22123.200003,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00047_0795nm.npy
797,586,25.000000,22137.800002,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00048_0797nm.npy
799,586,25.000000,22088.799999,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00049_0799nm.npy
801,586,25.000000,22125.400005,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00050_0801nm.npy
803,586,25.000000,22081.600002,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00051_0803nm.npy
805,586,25.000000,22110.600003,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00052_0805nm.npy
807,586,25.000000,22142.800000,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00053_0807nm.npy
809,586,25.000000,22031.000006,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00054_0809nm.npy
811,586,25.000000,22024.599993,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00055_0811nm.npy
813,586,25.000000,22042.600002,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00056_0813nm.npy
815,586,25.000000,22101.600007,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00057_0815nm.npy
817,586,25.000000,22120.200003,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00058_0817nm.npy
819,586,25.000000,22134.599995,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00059_0819nm.npy
821,586,25.000000,22222.800008,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00060_0821nm.npy
823,586,25.000000,22256.000013,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00061_0823nm.npy
825,586,25.000000,22381.199992,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00062_0825nm.npy
827,586,25.000000,22535.200009,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00063_0827nm.npy
829,586,25.000000,22706.200000,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00064_0829nm.npy
831,586,25.000000,22892.800003,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00065_0831nm.npy
833,586,25.000000,23151.600012,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00066_0833nm.npy
835,586,25.000000,23383.599999,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00067_0835nm.npy
837,586,25.000000,23678.000009,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00068_0837nm.npy
839,586,25.000000,23887.399999,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00069_0839nm.npy
841,594,33.000000,24160.400007,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00070_0841nm.npy
843,586,25.000000,24447.400003,586,586,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00071_0843nm.npy
845,592,31.000000,24492.599996,592,592,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00072_0845nm.npy
847,594,33.000000,24593.199998,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00073_0847nm.npy
849,594,33.000000,24869.000011,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00074_0849nm.npy
851,594,33.000000,24934.600014,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00075_0851nm.npy
853,594,33.000000,25041.400010,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00076_0853nm.npy
855,594,33.000000,25175.000002,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00077_0855nm.npy
857,594,33.000000,25243.199999,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00078_0857nm.npy
859,594,33.000000,25359.800007,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00079_0859nm.npy
861,594,33.000000,25487.999995,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00080_0861nm.npy
863,594,33.000000,25570.600000,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00081_0863nm.npy
865,594,33.000000,25644.800002,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00082_0865nm.npy
867,594,33.000000,25703.000009,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00083_0867nm.npy
869,594,33.000000,25720.800002,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00084_0869nm.npy
871,594,33.000000,25886.000012,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00085_0871nm.npy
873,594,33.000000,25987.400002,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00086_0873nm.npy
875,594,33.000000,26001.599997,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00087_0875nm.npy
877,594,33.000000,26172.599997,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00088_0877nm.npy
879,594,33.000000,26128.200015,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00089_0879nm.npy
881,594,33.000000,26169.800004,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00090_0881nm.npy
883,594,33.000000,26209.600003,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00091_0883nm.npy
885,594,33.000000,26200.999999,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00092_0885nm.npy
887,594,33.000000,26163.200011,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00093_0887nm.npy
889,594,33.000000,26146.400004,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00094_0889nm.npy
891,594,33.000000,26228.400001,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00095_0891nm.npy
893,594,33.000000,26215.999995,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00096_0893nm.npy
895,594,33.000000,26215.600000,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00097_0895nm.npy
897,594,33.000000,26201.200006,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00098_0897nm.npy
899,594,33.000000,26279.200000,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00099_0899nm.npy
901,594,33.000000,26269.400017,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00100_0901nm.npy
903,594,33.000000,26362.199994,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00101_0903nm.npy
905,594,33.000000,26311.200007,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00102_0905nm.npy
907,594,33.000000,26409.600014,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00103_0907nm.npy
909,594,33.000000,26391.000009,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00104_0909nm.npy
911,594,33.000000,26409.400003,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00105_0911nm.npy
913,594,33.000000,26408.400000,594,594,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00106_0913nm.npy
915,597,36.000000,26410.000007,597,597,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00107_0915nm.npy
917,599,38.000000,26503.800010,599,599,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00108_0917nm.npy
919,599,38.000000,26527.599998,599,599,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00109_0919nm.npy
921,599,38.000000,26539.200002,599,599,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00110_0921nm.npy
923,601,40.000000,26535.800011,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00111_0923nm.npy
925,601,40.000000,26647.200015,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00112_0925nm.npy
927,601,40.000000,26661.999997,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00113_0927nm.npy
929,601,40.000000,26726.800008,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00114_0929nm.npy
931,601,40.000000,26867.399994,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00115_0931nm.npy
933,601,40.000000,26959.400000,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00116_0933nm.npy
935,601,40.000000,27105.000003,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00117_0935nm.npy
937,601,40.000000,27262.600003,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00118_0937nm.npy
939,601,40.000000,27436.999995,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00119_0939nm.npy
941,601,40.000000,27413.199991,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00120_0941nm.npy
943,599,38.000000,27597.800005,599,599,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00121_0943nm.npy
945,601,40.000000,27704.800000,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00122_0945nm.npy
947,601,40.000000,27840.400006,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00123_0947nm.npy
949,601,40.000000,27944.200009,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00124_0949nm.npy
951,601,40.000000,27977.199996,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00125_0951nm.npy
953,601,40.000000,28017.200005,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00126_0953nm.npy
955,601,40.000000,28148.600006,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00127_0955nm.npy
957,601,40.000000,28095.000006,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00128_0957nm.npy
959,601,40.000000,28189.400003,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00129_0959nm.npy
961,601,40.000000,28103.800000,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00130_0961nm.npy
963,601,40.000000,28043.800017,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00131_0963nm.npy
965,601,40.000000,28080.400000,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00132_0965nm.npy
967,601,40.000000,28051.800001,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00133_0967nm.npy
969,601,40.000000,27970.200002,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00134_0969nm.npy
971,601,40.000000,28010.600011,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00135_0971nm.npy
973,601,40.000000,27903.200009,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00136_0973nm.npy
975,601,40.000000,27895.400002,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00137_0975nm.npy
977,601,40.000000,27866.600000,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00138_0977nm.npy
979,601,40.000000,27812.200000,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00139_0979nm.npy
981,601,40.000000,27802.600008,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00140_0981nm.npy
983,601,40.000000,27802.599996,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00141_0983nm.npy
985,601,40.000000,27704.400008,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00142_0985nm.npy
987,601,40.000000,27672.000009,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00143_0987nm.npy
989,601,40.000000,27622.199994,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00144_0989nm.npy
991,601,40.000000,27650.799995,601,601,1,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00145_0991nm.npy
993,601,40.000000,27562.800002,601,602,2,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00146_0993nm.npy
995,607,46.000000,27526.599997,606,608,3,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00147_0995nm.npy
997,606,45.000000,27575.000019,606,607,2,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00148_0997nm.npy
999,607,46.000000,27534.600007,606,608,3,scan_blocks_output/Try_diferentes_times/B5_0701_1000/00149_0999nm.npy
