band_index,soil_reflectance
178,0.5
179,0.5
180,0.5
181,0.5
182,0.5
183,0.3333333432674408
184,0.3333333432674408
185,0.3333333432674408
186,0.3333333432674408
187,0.3333333432674408
188,0.3333333432674408
189,0.3333333432674408
190,0.3333333432674408
191,0.3333333432674408
192,0.3333333432674408
193,0.3333333432674408
194,0.3333333432674408
195,0.3333333432674408
196,0.3333333432674408
197,0.3333333432674408
198,0.3333333432674408
199,0.3333333432674408
200,0.3333333432674408
201,0.3333333432674408
202,0.6666666865348816
203,0.6666666865348816
204,0.3333333432674408
205,0.6666666865348816
206,0.6666666865348816
207,0.6666666865348816
208,0.6666666865348816
209,0.6666666865348816
210,0.6666666865348816
211,0.6666666865348816
212,0.6666666865348816
213,0.6666666865348816
214,0.6666666865348816
215,0.5
216,0.5
217,0.5
218,0.5
219,0.5
220,0.5
221,0.5
222,0.5
223,0.5
224,0.5
225,0.5
226,0.5
227,0.5
228,0.5
229,0.5
230,0.5
231,0.5
232,0.5
233,0.5
234,0.5
235,0.5
236,0.4000000059604645
237,0.5
238,0.4000000059604645
239,0.4000000059604645
240,0.4000000059604645
241,0.4000000059604645
242,0.4000000059604645
243,0.4000000059604645
244,0.4000000059604645
245,0.6000000238418579
246,0.4000000059604645
247,0.6000000238418579
248,0.4000000059604645
249,0.4000000059604645
250,0.6000000238418579
251,0.6000000238418579
252,0.6000000238418579
253,0.5
254,0.5
255,0.5
256,0.5
257,0.5
258,0.5
259,0.5
260,0.5
261,0.5
262,0.5
263,0.5
264,0.5
265,0.5
266,0.5
267,0.4285714328289032
268,0.4285714328289032
269,0.4285714328289032
270,0.4285714328289032
271,0.4285714328289032
272,0.4285714328289032
273,0.4285714328289032
274,0.4285714328289032
275,0.4285714328289032
276,0.4285714328289032
277,0.4285714328289032
278,0.375
279,0.375
280,0.375
281,0.375
282,0.375
283,0.375
284,0.375
285,0.375
286,0.3333333432674408
287,0.3333333432674408
288,0.3333333432674408
289,0.3333333432674408
290,0.4444444477558136
291,0.4000000059604645
292,0.4000000059604645
293,0.4000000059604645
294,0.4000000059604645
295,0.4000000059604645
296,0.3636363744735718
297,0.3636363744735718
298,0.3636363744735718
299,0.3636363744735718
300,0.3333333432674408
301,0.3333333432674408
302,0.3333333432674408
303,0.4166666567325592
304,0.38461539149284363
305,0.38461539149284363
306,0.38461539149284363
307,0.3571428656578064
308,0.3571428656578064
309,0.3571428656578064
310,0.3571428656578064
311,0.4000000059604645
312,0.4000000059604645
313,0.4000000059604645
314,0.375
315,0.375
316,0.375
317,0.3529411852359772
318,0.3529411852359772
319,0.3888888955116272
320,0.3888888955116272
321,0.3888888955116272
322,0.3684210479259491
323,0.3684210479259491
324,0.4000000059604645
325,0.4000000059604645
326,0.380952388048172
327,0.380952388048172
328,0.3636363744735718
329,0.3636363744735718
330,0.3913043439388275
331,0.3913043439388275
332,0.375
333,0.375
334,0.4000000059604645
335,0.38461539149284363
336,0.38461539149284363
337,0.37037035822868347
338,0.40740740299224854
339,0.3928571343421936
340,0.37931033968925476
341,0.4137931168079376
342,0.4000000059604645
343,0.3870967626571655
344,0.40625
345,0.40625
346,0.39393940567970276
347,0.42424243688583374
348,0.4117647111415863
349,0.4000000059604645
350,0.4166666567325592
351,0.4054054021835327
352,0.42105263471603394
353,0.41025641560554504
354,0.43589743971824646
355,0.42500001192092896
356,0.4390243887901306
357,0.41860464215278625
358,0.41860464215278625
359,0.4318181872367859
360,0.43478259444236755
361,0.42553192377090454
362,0.4375
363,0.4285714328289032
364,0.4399999976158142
365,0.4423076808452606
366,0.43396225571632385
367,0.4444444477558136
368,0.4464285671710968
369,0.45614033937454224
370,0.4576271176338196
371,0.4590163826942444
372,0.4677419364452362
373,0.453125
374,0.4545454680919647
375,0.45588234066963196
376,0.4714285731315613
377,0.465753436088562
378,0.46666666865348816
379,0.48051947355270386
380,0.4749999940395355
381,0.4819277226924896
382,0.4883720874786377
383,0.4888888895511627
384,0.49462366104125977
385,0.5051546096801758
386,0.5247524976730347
387,0.5233644843101501
388,0.5446428656578064
389,0.5462185144424438
390,0.5396825671195984
391,0.5348837375640869
392,0.5307692289352417
393,0.5230769515037537
394,0.5118110179901123
395,0.5123966932296753
396,0.5130434632301331
397,0.5045871734619141
398,0.5048543810844421
399,0.5051546096801758
400,0.49450549483299255
401,0.5060241222381592
402,0.4935064911842346
403,0.5
404,0.5
405,0.508474588394165
406,0.5
407,0.5
408,0.4893617033958435
409,0.5116279125213623
410,0.5
411,0.5
412,0.5
413,0.5
414,0.5151515007019043
415,0.5
416,0.5161290168762207
417,0.4838709533214569
418,0.5
419,0.517241358757019
420,0.48275861144065857
421,0.5
422,0.5185185074806213
423,0.5
424,0.5199999809265137
425,0.5
426,0.47826087474823
427,0.523809552192688
428,0.5
429,0.4736842215061188
430,0.529411792755127
431,0.5333333611488342
432,0.5714285969734192
433,0.5384615659713745
434,0.5
435,0.6000000238418579
436,0.5555555820465088
437,0.5555555820465088
438,0.625
439,0.5714285969734192
440,0.6666666865348816
441,0.6666666865348816
442,0.6000000238418579
443,0.6000000238418579
444,0.6000000238418579
445,0.75
446,0.75
447,0.75
448,0.5
449,0.6666666865348816
450,0.6666666865348816
451,0.6666666865348816
452,0.6666666865348816
453,0.6666666865348816
454,1.0
455,1.0
456,0.5
457,0.5
458,0.5
459,0.5
460,0.5
461,0.5
462,0.5
463,0.5
464,0.5
465,0.5
466,0.5
467,0.5
468,0.5
469,0.5
470,0.5
471,0.5
472,0.5
473,0.5
474,0.5
475,0.5
476,0.5
477,0.5
