band_index,soil_reflectance
224,0.5
225,0.5
226,0.5
227,0.5
228,0.5
229,0.5
230,0.5
231,0.5
232,0.5
233,0.5
234,0.5
235,0.5
236,0.5
237,0.5
238,0.5
239,0.5
240,0.5
241,0.5
242,0.5
243,0.5
244,0.5
245,0.5
246,0.5
247,0.5
248,0.5
249,0.5
250,0.5
251,0.5
252,0.5
253,0.5
254,0.5
255,0.5
256,0.5
257,0.5
258,0.5
259,0.5
260,0.5
261,0.5
262,0.5
263,0.5
264,0.5
265,0.5
266,0.5
267,0.5
268,0.5
269,0.5
270,0.5
271,0.5
272,0.5
273,0.5
274,0.5
275,0.5
276,0.5
277,0.5
278,0.5
279,0.5
280,0.5
281,0.5
282,0.5
283,0.5
284,0.5
285,0.5
286,0.5
287,0.5
288,0.5
289,0.5
290,0.5
291,0.5
292,0.5
293,0.5
294,0.5
295,0.5
296,0.5
297,0.5
298,0.5
299,0.5
300,0.5
301,0.5
302,0.5
303,0.5
304,0.5
305,0.5
306,0.5
307,0.5
308,0.5
309,0.5
310,0.5
311,0.5
312,0.5
313,0.5
314,0.5
315,0.5
316,0.5
317,0.5
318,0.5
319,0.5
320,0.5
321,0.5
322,0.5
323,0.5
324,0.5
325,0.5
326,0.5
327,0.5
328,0.5
329,0.5
330,0.5
331,0.5
332,0.5
333,0.5
334,0.5
335,0.5
336,0.5
337,0.5
338,0.5
339,0.5
340,0.5
341,0.5
342,0.5
343,0.5
344,0.5
345,0.5
346,0.5
347,0.5
348,0.5
349,0.5
350,0.5
351,0.5
352,0.5
353,0.5
354,0.5
355,0.5
356,0.3333333432674408
357,0.5
358,0.3333333432674408
359,0.3333333432674408
360,0.3333333432674408
361,0.3333333432674408
362,0.3333333432674408
363,0.6666666865348816
364,0.3333333432674408
365,0.3333333432674408
366,0.3333333432674408
367,0.3333333432674408
368,0.6666666865348816
369,0.3333333432674408
370,0.3333333432674408
371,0.6666666865348816
372,0.6666666865348816
373,0.6666666865348816
374,0.6666666865348816
375,0.6666666865348816
376,0.6666666865348816
377,0.6666666865348816
378,0.6666666865348816
379,0.6666666865348816
380,0.6666666865348816
381,0.6666666865348816
382,0.6666666865348816
383,0.6666666865348816
384,0.6666666865348816
385,0.6666666865348816
386,0.6666666865348816
387,0.6666666865348816
388,0.6666666865348816
389,0.6666666865348816
390,0.6666666865348816
391,0.6666666865348816
392,0.6666666865348816
393,0.6666666865348816
394,0.6666666865348816
395,0.6666666865348816
396,0.6666666865348816
397,0.6666666865348816
398,0.6666666865348816
399,0.6666666865348816
400,0.5
401,0.5
402,0.6666666865348816
403,0.5
404,0.5
405,0.5
406,0.5
407,0.5
408,0.5
409,0.5
410,0.5
411,0.5
412,0.5
413,0.5
414,0.5
415,0.5
416,0.5
417,0.5
418,0.5
419,0.5
420,0.5
421,0.5
422,0.4000000059604645
423,0.4000000059604645
424,0.4000000059604645
425,0.4000000059604645
426,0.4000000059604645
427,0.4000000059604645
428,0.4000000059604645
429,0.4000000059604645
430,0.4000000059604645
431,0.6000000238418579
432,0.4000000059604645
433,0.4000000059604645
434,0.6000000238418579
435,0.6000000238418579
436,0.5
437,0.5
438,0.5
439,0.5
440,0.5
441,0.5
442,0.5
443,0.5
444,0.5
445,0.5
446,0.5
447,0.5
448,0.4285714328289032
449,0.4285714328289032
450,0.4285714328289032
451,0.4285714328289032
452,0.4285714328289032
453,0.4285714328289032
454,0.4285714328289032
455,0.4285714328289032
456,0.375
457,0.5
458,0.5
459,0.5
460,0.5
461,0.5
462,0.4444444477558136
463,0.4444444477558136
464,0.4444444477558136
465,0.4444444477558136
466,0.4444444477558136
467,0.4444444477558136
468,0.5
469,0.5
470,0.5
471,0.5
472,0.5
473,0.4545454680919647
474,0.4545454680919647
475,0.4545454680919647
476,0.5
477,0.5
478,0.5
479,0.5
480,0.4615384638309479
481,0.4615384638309479
482,0.4615384638309479
483,0.4285714328289032
484,0.5
485,0.5
486,0.46666666865348816
487,0.46666666865348816
488,0.46666666865348816
489,0.5
490,0.5
491,0.5
492,0.47058823704719543
493,0.47058823704719543
494,0.4444444477558136
495,0.5
496,0.4736842215061188
497,0.4736842215061188
498,0.44999998807907104
499,0.5
500,0.4761904776096344
501,0.4761904776096344
502,0.4545454680919647
503,0.4545454680919647
504,0.47826087474823
505,0.4583333432674408
506,0.4583333432674408
507,0.47999998927116394
508,0.4615384638309479
509,0.4615384638309479
510,0.48148149251937866
511,0.4642857015132904
512,0.4642857015132904
513,0.4482758641242981
514,0.46666666865348816
515,0.4516128897666931
516,0.4516128897666931
517,0.46875
518,0.4545454680919647
519,0.47058823704719543
520,0.47058823704719543
521,0.4571428596973419
522,0.4722222089767456
523,0.45945945382118225
