eje_bandas_1570,reflectancia_soil_1570
3.900000000000000000e+02,8.591606108975772260e-01
3.901835564053537269e+02,8.722137777550832416e-01
3.903671128107074537e+02,8.811444846884378679e-01
3.905506692160611806e+02,8.867079176795835682e-01
3.907342256214149074e+02,8.896592627104626949e-01
3.909177820267686343e+02,8.907537057630178223e-01
3.911013384321223612e+02,8.887622304229478853e-01
3.912848948374760880e+02,8.765640354089870856e-01
3.914684512428298149e+02,8.580705995028398148e-01
3.916520076481835417e+02,8.386538615991715462e-01
3.918355640535372686e+02,8.236857605926477532e-01
3.920191204588909955e+02,8.185424538286447671e-01
3.922026768642447223e+02,8.267871441349241568e-01
3.923862332695984492e+02,8.444262880624666678e-01
3.925697896749521760e+02,8.656600943081133037e-01
3.927533460803059029e+02,8.846887715687056231e-01
3.929369024856596297e+02,8.957125285410847404e-01
3.931204588910133566e+02,8.954737709524658307e-01
3.933040152963671403e+02,8.899177372115700813e-01
3.934875717017208672e+02,8.807580847111172728e-01
3.936711281070745940e+02,8.691478816175453037e-01
3.938546845124283209e+02,8.562401960972932935e-01
3.940382409177820477e+02,8.428800828529666722e-01
3.942217973231357746e+02,8.219433162853067021e-01
3.944053537284895015e+02,7.944050943538001341e-01
3.945889101338432283e+02,7.661863629607624793e-01
3.947724665391969552e+02,7.432080680085094704e-01
3.949560229445506820e+02,7.313911553993568404e-01
3.951395793499044089e+02,7.316890904136695850e-01
3.953231357552581358e+02,7.349933233122684095e-01
3.955066921606118626e+02,7.403874596629963500e-01
3.956902485659655895e+02,7.473869381340201290e-01
3.958738049713193163e+02,7.555071973935059138e-01
3.960573613766730432e+02,7.649019929610356705e-01
3.962409177820267701e+02,7.830678293824537839e-01
3.964244741873804969e+02,8.082333894757602888e-01
3.966080305927342238e+02,8.351636824707339146e-01
3.967915869980879506e+02,8.586237175971537239e-01
3.969751434034416775e+02,8.733785040847980019e-01
3.971586998087954044e+02,8.800103074566345551e-01
3.973422562141491312e+02,8.857696934292781377e-01
3.975258126195028581e+02,8.905212602398104860e-01
3.977093690248565849e+02,8.940020940484324496e-01
3.978929254302103118e+02,8.959492810153447673e-01
3.980764818355640386e+02,8.939399407181205515e-01
3.982600382409177655e+02,8.727864903422775100e-01
3.984435946462714924e+02,8.380450270570618532e-01
3.986271510516252192e+02,8.001095687054988748e-01
3.988107074569789461e+02,7.693741331306138687e-01
3.989942638623326729e+02,7.562327381754317956e-01
3.991778202676863998e+02,7.677885977538561058e-01
3.993613766730401267e+02,7.973686797077144117e-01
3.995449330783939104e+02,8.347039645243902184e-01
3.997284894837476372e+02,8.695254939303513897e-01
3.999120458891013641e+02,8.915643096521026489e-01
4.000956022944550909e+02,8.934041992696726275e-01
4.002791586998088178e+02,8.854954505881568183e-01
4.004627151051625447e+02,8.723426839447201431e-01
4.006462715105162715e+02,8.565277132905889657e-01
4.008298279158699984e+02,8.406323525769896499e-01
4.010133843212237252e+02,8.272244114048784569e-01
4.011969407265774521e+02,8.154536686529293421e-01
4.013804971319311790e+02,8.036644834028028317e-01
4.015640535372849058e+02,7.921350776059926657e-01
4.017476099426386327e+02,7.811436732139920291e-01
4.019311663479923595e+02,7.709684921782947731e-01
4.021147227533460864e+02,7.613219102043903286e-01
4.022982791586998133e+02,7.508159668816949406e-01
4.024818355640535401e+02,7.405489950225263573e-01
4.026653919694072670e+02,7.318476036599890211e-01
4.028489483747609938e+02,7.260384018271872630e-01
4.030325047801147207e+02,7.247444052284924831e-01
4.032160611854684475e+02,7.390878667181079997e-01
4.033996175908221744e+02,7.675324513713651653e-01
4.035831739961759013e+02,8.009622815875259150e-01
4.037667304015296281e+02,8.302614797658527390e-01
4.039502868068833550e+02,8.463141683056079057e-01
4.041338432122370818e+02,8.440124312068107981e-01
4.043173996175908087e+02,8.317032378803583814e-01
4.045009560229445356e+02,8.145941345365979025e-01
4.046845124282982624e+02,7.975101616117759029e-01
4.048680688336519893e+02,7.852763595421385912e-01
4.050516252390057161e+02,7.824859465812621373e-01
4.052351816443594430e+02,7.877237449997154251e-01
4.054187380497131699e+02,7.972038538331158719e-01
4.056022944550668967e+02,8.079857546711030070e-01
4.057858508604206236e+02,8.171289291033171365e-01
4.059694072657744073e+02,8.216928587193982336e-01
4.061529636711281341e+02,8.171344037509193914e-01
4.063365200764818610e+02,8.022897774466013487e-01
4.065200764818355879e+02,7.825510037810278208e-01
4.067036328871893147e+02,7.634132657563111879e-01
4.068871892925430416e+02,7.503717463745633864e-01
4.070707456978967684e+02,7.481840919551104863e-01
4.072543021032504953e+02,7.525623903614898635e-01
4.074378585086042222e+02,7.599032629075810341e-01
4.076214149139579490e+02,7.679934246329765957e-01
4.078049713193116759e+02,7.746195905772691459e-01
4.079885277246654027e+02,7.775684757800512825e-01
4.081720841300191296e+02,7.772940616079051512e-01
4.083556405353728564e+02,7.765271095065447993e-01
4.085391969407265833e+02,7.755478328633158558e-01
4.087227533460803102e+02,7.746262072546340471e-01
4.089063097514340370e+02,7.740322082569148776e-01
4.090898661567877639e+02,7.744203455114266887e-01
4.092734225621414907e+02,7.777909077084752543e-01
4.094569789674952176e+02,7.830838360718539448e-01
4.096405353728489445e+02,7.887417706693460318e-01
4.098240917782026713e+02,7.932073515687345644e-01
4.100076481835563982e+02,7.949174837386360215e-01
4.101912045889101250e+02,7.897546224215333810e-01
4.103747609942638519e+02,7.778437420637657196e-01
4.105583173996175788e+02,7.631960490300625510e-01
4.107418738049713056e+02,7.498227496851533891e-01
4.109254302103250325e+02,7.417350503937678585e-01
4.111089866156787593e+02,7.440232919825239266e-01
4.112925430210324862e+02,7.605481257415872554e-01
4.114760994263862131e+02,7.850560154087453668e-01
4.116596558317399399e+02,8.104836119777583114e-01
4.118432122370936668e+02,8.297675664423864728e-01
4.120267686424473936e+02,8.358524640792099891e-01
4.122103250478011205e+02,8.252273495760594768e-01
4.123938814531549042e+02,8.034904449431921059e-01
4.125774378585086311e+02,7.776828845202401475e-01
4.127609942638623579e+02,7.548458026468151116e-01
4.129445506692160848e+02,7.420203336625339485e-01
4.131281070745698116e+02,7.426669537525261156e-01
4.133116634799235385e+02,7.488133342315979046e-01
4.134952198852772653e+02,7.574783563214382287e-01
4.136787762906309922e+02,7.662073033252569942e-01
4.138623326959847191e+02,7.725454585462647739e-01
4.140458891013384459e+02,7.741472433127573050e-01
4.142294455066921728e+02,7.719334030421209913e-01
4.144130019120458996e+02,7.678224642201144645e-01
4.145965583173996265e+02,7.631015043091515793e-01
4.147801147227533534e+02,7.590576007716459683e-01
4.149636711281070802e+02,7.569778310700113755e-01
4.151472275334608071e+02,7.575774465166363880e-01
4.153307839388145339e+02,7.599892333638017528e-01
4.155143403441682608e+02,7.636606893239059612e-01
4.156978967495219877e+02,7.680622691589695794e-01
4.158814531548757145e+02,7.726644276310130621e-01
4.160650095602294414e+02,7.771580521337564385e-01
4.162485659655831682e+02,7.833200562614395235e-01
4.164321223709368951e+02,7.905780580908415844e-01
4.166156787762906220e+02,7.975687172368221001e-01
4.167992351816443488e+02,8.029286933142409932e-01
4.169827915869980757e+02,8.052946459379574096e-01
4.171663479923518025e+02,8.048954164594751548e-01
4.173499043977055294e+02,8.036756451527206080e-01
4.175334608030592562e+02,8.020036092658954230e-01
4.177170172084129831e+02,8.002330625160216648e-01
4.179005736137667100e+02,7.987177586201220647e-01
4.180841300191204368e+02,7.977142010311425446e-01
4.182676864244741637e+02,7.967902353139402205e-01
4.184512428298278905e+02,7.959139730008508717e-01
4.186347992351816174e+02,7.951765104384233007e-01
4.188183556405354011e+02,7.946689439732064208e-01
4.190019120458891280e+02,7.944825375832634817e-01
4.191854684512428548e+02,7.960506385197573254e-01
4.193690248565965817e+02,7.998240515934945671e-01
4.195525812619503085e+02,8.045157861347158601e-01
4.197361376673040354e+02,8.088388514736623014e-01
4.199196940726577623e+02,8.115062569405747661e-01
4.201032504780114891e+02,8.108548771686027168e-01
4.202868068833652160e+02,8.049425713659653647e-01
4.204703632887189428e+02,7.949164684615631637e-01
4.206539196940726697e+02,7.822389432810722409e-01
4.208374760994263966e+02,7.683723706501688344e-01
4.210210325047801234e+02,7.546990082955281620e-01
4.212045889101338503e+02,7.360399811675900628e-01
4.213881453154875771e+02,7.120089839143733945e-01
4.215717017208413040e+02,6.874447146636017969e-01
4.217552581261950309e+02,6.671858715429990205e-01
4.219388145315487577e+02,6.560711526802883720e-01
4.221223709369024846e+02,6.559405731218324043e-01
4.223059273422562114e+02,6.593874233174551458e-01
4.224894837476099383e+02,6.652013927779718561e-01
4.226730401529636652e+02,6.728218542779995648e-01
4.228565965583173920e+02,6.816881805921545245e-01
4.230401529636711189e+02,6.916244094881965898e-01
4.232237093690248457e+02,7.113087210809810879e-01
4.234072657743785726e+02,7.394717257766888485e-01
4.235908221797322994e+02,7.693016981501711316e-01
4.237743785850860263e+02,7.939869127762789747e-01
4.239579349904397532e+02,8.067156442298634156e-01
4.241414913957934800e+02,8.070468500905130238e-01
4.243250478011472069e+02,8.062756552500685014e-01
4.245086042065009337e+02,8.049757848231612334e-01
4.246921606118546606e+02,8.032181295625310247e-01
4.248757170172084443e+02,8.010735802209175693e-01
4.250592734225621143e+02,7.983424901571994914e-01
4.252428298279158980e+02,7.917912609129588164e-01
4.254263862332695680e+02,7.816454492726039316e-01
4.256099426386233517e+02,7.694312118577985027e-01
4.257934990439770786e+02,7.566747052902282888e-01
4.259770554493308055e+02,7.449020861915650604e-01
4.261606118546845323e+02,7.331277084507896724e-01
4.263441682600382592e+02,7.192698284698695321e-01
4.265277246653919860e+02,7.054680247116016378e-01
4.267112810707457129e+02,6.939148723841115363e-01
4.268948374760994398e+02,6.868029466955244411e-01
4.270783938814531666e+02,6.869527414146207045e-01
4.272619502868068935e+02,6.989561456939835660e-01
4.274455066921606203e+02,7.185386449042423518e-01
4.276290630975143472e+02,7.398561176528988259e-01
4.278126195028680741e+02,7.570644425474546413e-01
4.279961759082218009e+02,7.643194981954115619e-01
4.281797323135755278e+02,7.638562030346300880e-01
4.283632887189292546e+02,7.626811614589656951e-01
4.285468451242829815e+02,7.612036679623743751e-01
4.287304015296367083e+02,7.598298118372894816e-01
4.289139579349904352e+02,7.589656823761444793e-01
4.290975143403441621e+02,7.588947365012477242e-01
4.292810707456978889e+02,7.591660216500721869e-01
4.294646271510516158e+02,7.595820343448043133e-01
4.296481835564053426e+02,7.600214309661676992e-01
4.298317399617590695e+02,7.603628678948861630e-01
4.300152963671127964e+02,7.604844469470045665e-01
4.301988527724665232e+02,7.602323128448499334e-01
4.303824091778202501e+02,7.596798109815403599e-01
4.305659655831739769e+02,7.590100226591129928e-01
4.307495219885277038e+02,7.584060291796054232e-01
4.309330783938814307e+02,7.580509118450546868e-01
4.311166347992351575e+02,7.589495889863578926e-01
4.313001912045889412e+02,7.633643701406317428e-01
4.314837476099426112e+02,7.697760440556066230e-01
4.316673040152963949e+02,7.763501446544703866e-01
4.318508604206501218e+02,7.812522058603975639e-01
4.320344168260038487e+02,7.824403254246775630e-01
4.322179732313575755e+02,7.723064918914194221e-01
4.324015296367113024e+02,7.524090955337142672e-01
4.325850860420650292e+02,7.291027263932365887e-01
4.327686424474187561e+02,7.087419745116606551e-01
4.329521988527724830e+02,6.976814299306610678e-01
4.331357552581262098e+02,7.024571998979521892e-01
4.333193116634799367e+02,7.227006023726348927e-01
4.335028680688336635e+02,7.507079410631921634e-01
4.336864244741873904e+02,7.785920426709571629e-01
4.338699808795411172e+02,7.984657338972633855e-01
4.340535372848948441e+02,8.029638355639823200e-01
4.342370936902485710e+02,7.961202072091385640e-01
4.344206500956022978e+02,7.838353130860784557e-01
4.346042065009560247e+02,7.699081460220656981e-01
4.347877629063097515e+02,7.581376988443642162e-01
4.349713193116634784e+02,7.523229643802381572e-01
4.351548757170172053e+02,7.534986798155554055e-01
4.353384321223709321e+02,7.577206104477991477e-01
4.355219885277246590e+02,7.637067344229688803e-01
4.357055449330783858e+02,7.702494541653863713e-01
4.358891013384321127e+02,7.761411720993739438e-01
4.360726577437858396e+02,7.804349003363127979e-01
4.362562141491395664e+02,7.846136116319021303e-01
4.364397705544932933e+02,7.887470783890115911e-01
4.366233269598470201e+02,7.923413626462136872e-01
4.368068833652007470e+02,7.949025264420807035e-01
4.369904397705544739e+02,7.959366318151848141e-01
4.371739961759082007e+02,7.854342023043282550e-01
4.373575525812619276e+02,7.576857318763027260e-01
