eje_bandas_1570,reflectancia_soil_1570
3.900000000000000000e+02,7.483259637223835803e-01
3.901835564053537269e+02,7.603018934114643690e-01
3.903671128107074537e+02,7.708604926146108705e-01
3.905506692160611806e+02,7.794914337255821613e-01
3.907342256214149074e+02,7.856843891381372069e-01
3.909177820267686343e+02,7.889290312460355281e-01
3.911013384321223612e+02,7.889046093821986405e-01
3.912848948374760880e+02,7.866363434568470758e-01
3.914684512428298149e+02,7.831974715204189641e-01
3.916520076481835417e+02,7.795869107023662981e-01
3.918355640535372686e+02,7.768035781321408484e-01
3.920191204588909955e+02,7.758396787438149866e-01
3.922026768642447223e+02,7.766423694701927172e-01
3.923862332695984492e+02,7.783596901609523000e-01
3.925697896749521760e+02,7.804269818027134153e-01
3.927533460803059029e+02,7.822795853820955214e-01
3.929369024856596297e+02,7.833528418857181874e-01
3.931204588910133566e+02,7.832169057063186335e-01
3.933040152963671403e+02,7.821154909866450122e-01
3.934875717017208672e+02,7.802801907282568283e-01
3.936711281070745940e+02,7.779208616339288174e-01
3.938546845124283209e+02,7.752473604064358259e-01
3.940382409177820477e+02,7.723924081325027613e-01
3.942217973231357746e+02,7.675169319065519025e-01
3.944053537284895015e+02,7.608743758676431712e-01
3.945889101338432283e+02,7.539670242888086849e-01
3.947724665391969552e+02,7.482971614430804497e-01
3.949560229445506820e+02,7.453670716034904720e-01
3.951395793499044089e+02,7.479769942028333674e-01
3.953231357552581358e+02,7.579354796061790189e-01
3.955066921606118626e+02,7.715883022440025441e-01
3.956902485659655895e+02,7.851013391486295623e-01
3.958738049713193163e+02,7.946404673523852491e-01
3.960573613766730432e+02,7.967057990356722907e-01
3.962409177820267701e+02,7.938954036952862170e-01
3.964244741873804969e+02,7.889308852868581745e-01
3.966080305927342238e+02,7.833384121833182334e-01
3.967915869980879506e+02,7.786441527575965749e-01
3.969751434034416775e+02,7.763742753826231580e-01
3.971586998087954044e+02,7.800194914596260132e-01
3.973422562141491312e+02,7.911211609039191517e-01
3.975258126195028581e+02,8.056992348238888324e-01
3.977093690248565849e+02,8.197084425569298727e-01
3.978929254302103118e+02,8.291035134404373119e-01
3.980764818355640386e+02,8.294478600760997189e-01
3.982600382409177655e+02,8.167814503036574525e-01
3.984435946462714924e+02,7.959787158917185357e-01
3.986271510516252192e+02,7.732634589549569615e-01
3.988107074569789461e+02,7.548594816080475001e-01
3.989942638623326729e+02,7.469905859656643665e-01
3.991778202676863998e+02,7.500255407613535263e-01
3.993613766730401267e+02,7.578060945951822225e-01
3.995449330783939104e+02,7.676265269344367814e-01
3.997284894837476372e+02,7.767857572753786854e-01
3.999120458891013641e+02,7.825827051142790758e-01
4.000956022944550909e+02,7.828775142318302738e-01
4.002791586998088178e+02,7.796336188053054617e-01
4.004627151051625447e+02,7.745243049636998389e-01
4.006462715105162715e+02,7.689029912338464223e-01
4.008298279158699984e+02,7.641230961425778956e-01
4.010133843212237252e+02,7.615303707838518843e-01
4.011969407265774521e+02,7.605379202151342222e-01
4.013804971319311790e+02,7.599055736959656748e-01
4.015640535372849058e+02,7.594062175948410598e-01
4.017476099426386327e+02,7.588127382802549725e-01
4.019311663479923595e+02,7.578980221207017864e-01
4.021147227533460864e+02,7.555043799556688811e-01
4.022982791586998133e+02,7.490024268854204026e-01
4.024818355640535401e+02,7.402635318531773923e-01
4.026653919694072670e+02,7.315524747469676070e-01
4.028489483747609938e+02,7.251340354548185818e-01
4.030325047801147207e+02,7.232454363116809226e-01
4.032160611854684475e+02,7.260778707391596365e-01
4.033996175908221744e+02,7.316948845196579176e-01
4.035831739961759013e+02,7.382963455461734048e-01
4.037667304015296281e+02,7.440821217117032926e-01
4.039502868068833550e+02,7.472520809092453309e-01
4.041338432122370818e+02,7.472085562199516362e-01
4.043173996175908087e+02,7.463676300983411727e-01
4.045009560229445356e+02,7.451987889291817879e-01
4.046845124282982624e+02,7.440316645927320671e-01
4.048680688336519893e+02,7.431958889692505954e-01
4.050516252390057161e+02,7.430905898393770359e-01
4.052351816443594430e+02,7.449095811145675095e-01
4.054187380497131699e+02,7.482018489489036250e-01
4.056022944550668967e+02,7.519462052580679901e-01
4.057858508604206236e+02,7.551214619577431009e-01
4.059694072657744073e+02,7.567064309636114539e-01
4.061529636711281341e+02,7.544262719496178660e-01
4.063365200764818610e+02,7.469590073895180371e-01
4.065200764818355879e+02,7.367975601078047276e-01
4.067036328871893147e+02,7.265015769581680827e-01
4.068871892925430416e+02,7.186307047942978032e-01
4.070707456978967684e+02,7.152481844663293176e-01
4.072543021032504953e+02,7.131959863007445444e-01
4.074378585086042222e+02,7.114493079070001169e-01
4.076214149139579490e+02,7.100895643604872021e-01
4.078049713193116759e+02,7.091981707365966336e-01
4.079885277246654027e+02,7.088565421107196896e-01
4.081720841300191296e+02,7.102477328713602267e-01
4.083556405353728564e+02,7.141973892440555138e-01
4.085391969407265833e+02,7.197438777853470970e-01
4.087227533460803102e+02,7.259199861769257689e-01
4.089063097514340370e+02,7.317585021004818779e-01
4.090898661567877639e+02,7.366955471473030093e-01
4.092734225621414907e+02,7.423210585351031066e-01
4.094569789674952176e+02,7.481927049207593994e-01
4.096405353728489445e+02,7.534336903722289591e-01
4.098240917782026713e+02,7.571672189574688572e-01
4.100076481835563982e+02,7.585098978744555520e-01
4.101912045889101250e+02,7.533633554981414848e-01
4.103747609942638519e+02,7.414901234402914154e-01
4.105583173996175788e+02,7.268887293134590477e-01
4.107418738049713056e+02,7.135577007301981967e-01
4.109254302103250325e+02,7.054955653030626772e-01
4.111089866156787593e+02,7.053709351975728792e-01
4.112925430210324862e+02,7.092037682157532608e-01
4.114760994263862131e+02,7.148882216929740574e-01
4.116596558317399399e+02,7.207859954995777807e-01
4.118432122370936668e+02,7.252587895059062761e-01
4.120267686424473936e+02,7.266577670558330704e-01
4.122103250478011205e+02,7.235368343117630774e-01
4.123938814531549042e+02,7.171520167737190921e-01
4.125774378585086311e+02,7.095715186675882746e-01
4.127609942638623579e+02,7.028635442192522342e-01
4.129445506692160848e+02,6.990962976545939123e-01
4.131281070745698116e+02,6.996144088859208576e-01
4.133116634799235385e+02,7.027741162976179901e-01
4.134952198852772653e+02,7.072285972092720030e-01
4.136787762906309922e+02,7.117159403924983030e-01
4.138623326959847191e+02,7.149742346189125186e-01
4.140458891013384459e+02,7.156361872039415095e-01
4.142294455066921728e+02,7.111320465409344260e-01
4.144130019120458996e+02,7.027681880652676405e-01
4.145965583173996265e+02,6.931632189148588807e-01
4.147801147227533534e+02,6.849357462276255415e-01
4.149636711281070802e+02,6.807043771414854616e-01
4.151472275334608071e+02,6.838667602662419354e-01
4.153307839388145339e+02,6.949601498584389025e-01
4.155143403441682608e+02,7.099018689584268849e-01
4.156978967495219877e+02,7.245174584391105288e-01
4.158814531548757145e+02,7.346324591733945919e-01
4.160650095602294414e+02,7.367823982105025094e-01
4.162485659655831682e+02,7.363510455144827160e-01
4.164321223709368951e+02,7.355089562808225789e-01
4.166156787762906220e+02,7.343634531045775127e-01
4.167992351816443488e+02,7.330218585808030429e-01
4.169827915869980757e+02,7.315914953045544733e-01
4.171663479923518025e+02,7.294811531837704921e-01
4.173499043977055294e+02,7.262141675785821482e-01
4.175334608030592562e+02,7.225681355928598171e-01
4.177170172084129831e+02,7.193291239641186330e-01
4.179005736137667100e+02,7.172831994298735081e-01
4.180841300191204368e+02,7.173269213873475492e-01
4.182676864244741637e+02,7.202617614251365374e-01
4.184512428298278905e+02,7.249573243412703594e-01
4.186347992351816174e+02,7.300224216886620487e-01
4.188183556405354011e+02,7.340658650202250834e-01
4.190019120458891280e+02,7.356959440095935943e-01
4.191854684512428548e+02,7.296883713688741002e-01
4.193690248565965817e+02,7.152319976646394073e-01
4.195525812619503085e+02,6.972574302044733940e-01
4.197361376673040354e+02,6.806952762959594949e-01
4.199196940726577623e+02,6.704761432466812554e-01
4.201032504780114891e+02,6.706370092340001587e-01
4.202868068833652160e+02,6.784910859502075731e-01
4.204703632887189428e+02,6.903319809511530014e-01
4.206539196940726697e+02,7.027270973280036470e-01
4.208374760994263966e+02,7.122438381719262690e-01
4.210210325047801234e+02,7.154579010040233999e-01
4.212045889101338503e+02,7.110408667008922823e-01
4.213881453154875771e+02,7.016994898854315155e-01
4.215717017208413040e+02,6.904935561963702062e-01
4.217552581261950309e+02,6.804828512724374612e-01
4.219388145315487577e+02,6.747271607523626091e-01
4.221223709369024846e+02,6.744699016128228308e-01
4.223059273422562114e+02,6.753625164641657852e-01
4.224894837476099383e+02,6.768197916409769421e-01
4.226730401529636652e+02,6.786503998482869005e-01
4.228565965583173920e+02,6.806630137911255929e-01
4.230401529636711189e+02,6.827145718901657112e-01
4.232237093690248457e+02,6.858084344890875705e-01
4.234072657743785726e+02,6.897929787147811798e-01
4.235908221797322994e+02,6.938357263182802770e-01
4.237743785850860263e+02,6.971041990506189334e-01
4.239579349904397532e+02,6.987659186628307761e-01
4.241414913957934800e+02,6.987410563878183600e-01
4.243250478011472069e+02,6.984122216809600658e-01
4.245086042065009337e+02,6.979634183706610040e-01
4.246921606118546606e+02,6.975205151556130856e-01
4.248757170172084443e+02,6.972093807345083327e-01
4.250592734225621143e+02,6.972814713129280584e-01
4.252428298279158980e+02,6.992487036245461640e-01
4.254263862332695680e+02,7.026966928212978747e-01
4.256099426386233517e+02,7.065685417955809289e-01
4.257934990439770786e+02,7.098073534397865147e-01
4.259770554493308055e+02,7.113562306463099283e-01
4.261606118546845323e+02,7.096666024043191134e-01
4.263441682600382592e+02,7.045953829386717437e-01
4.265277246653919860e+02,6.979634199792310589e-01
4.267112810707457129e+02,6.916091353100972672e-01
4.268948374760994398e+02,6.873709507153709097e-01
4.270783938814531666e+02,6.871796646178447432e-01
4.272619502868068935e+02,6.921779683344997380e-01
4.274455066921606203e+02,7.003322615921480088e-01
4.276290630975143472e+02,7.092090102868906509e-01
4.278126195028680741e+02,7.163746803148299813e-01
4.279961759082218009e+02,7.193957375720673175e-01
4.281797323135755278e+02,7.145662912491380636e-01
4.283632887189292546e+02,7.024043300815807633e-01
4.285468451242829815e+02,6.871119192401153875e-01
4.287304015296367083e+02,6.728921799652337610e-01
4.289139579349904352e+02,6.639482334974283750e-01
4.290975143403441621e+02,6.637490382979194248e-01
4.292810707456978889e+02,6.698856292183889005e-01
4.294646271510516158e+02,6.792960217015551194e-01
4.296481835564053426e+02,6.892353690223625984e-01
4.298317399617590695e+02,6.969588244557554102e-01
4.300152963671127964e+02,6.997469369767375102e-01
4.301988527724665232e+02,6.996139706209199005e-01
4.303824091778202501e+02,6.992770970758136473e-01
4.305659655831739769e+02,6.987696874379061285e-01
4.307495219885277038e+02,6.981251128036851661e-01
4.309330783938814307e+02,6.973767442696380270e-01
4.311166347992351575e+02,6.964638778161708066e-01
4.313001912045889412e+02,6.950451852576272627e-01
4.314837476099426112e+02,6.930490462563454468e-01
4.316673040152963949e+02,6.904331342171823316e-01
4.318508604206501218e+02,6.871551225449995526e-01
4.320344168260038487e+02,6.829214814359222396e-01
4.322179732313575755e+02,6.697730812821131030e-01
4.324015296367113024e+02,6.482732509547500799e-01
4.325850860420650292e+02,6.243603933476051804e-01
4.327686424474187561e+02,6.039729113544496375e-01
4.329521988527724830e+02,5.930492078690550173e-01
4.331357552581262098e+02,5.949997028056662751e-01
4.333193116634799367e+02,6.047225213438277569e-01
4.335028680688336635e+02,6.187500929439920805e-01
4.336864244741873904e+02,6.338243286616970229e-01
4.338699808795411172e+02,6.466871395524796950e-01
4.340535372848948441e+02,6.543734156462461815e-01
4.342370936902485710e+02,6.594815115436287734e-01
4.344206500956022978e+02,6.637419259746661915e-01
4.346042065009560247e+02,6.674547218492542511e-01
4.347877629063097515e+02,6.709199620772888784e-01
