eje_bandas_1570,reflectancia_soil_1570
3.900000000000000000e+02,6.045928206687443129e-01
3.901835564053537269e+02,6.318941955562604740e-01
3.903671128107074537e+02,6.537044763973109962e-01
3.905506692160611806e+02,6.700101007374920092e-01
3.907342256214149074e+02,6.807975061224003088e-01
3.909177820267686343e+02,6.860531300976321356e-01
3.911013384321223612e+02,6.842747085947196162e-01
3.912848948374760880e+02,6.705762975494182765e-01
3.914684512428298149e+02,6.498084145640745657e-01
3.916520076481835417e+02,6.280036756941909104e-01
3.918355640535372686e+02,6.111946969952698483e-01
3.920191204588909955e+02,6.053633067839431225e-01
3.922026768642447223e+02,6.092120239764492462e-01
3.923862332695984492e+02,6.174461812307632247e-01
3.925697896749521760e+02,6.273583686051903419e-01
3.927533460803059029e+02,6.362411761580359926e-01
3.929369024856596297e+02,6.413871939476054607e-01
3.931204588910133566e+02,6.417005153624052438e-01
3.933040152963671403e+02,6.411772804074550303e-01
3.934875717017208672e+02,6.402826463175212979e-01
3.936711281070745940e+02,6.390944647889825747e-01
3.938546845124283209e+02,6.376905875182173888e-01
3.940382409177820477e+02,6.360820716672145325e-01
3.942217973231357746e+02,6.325963142174332310e-01
3.944053537284895015e+02,6.274364537757053384e-01
3.945889101338432283e+02,6.218972560142406181e-01
3.947724665391969552e+02,6.172734866052483893e-01
3.949560229445506820e+02,6.148599112209387485e-01
3.951395793499044089e+02,6.172826474851421663e-01
3.953231357552581358e+02,6.264800622245864092e-01
3.955066921606118626e+02,6.390894769175026191e-01
3.956902485659655895e+02,6.515697889094763662e-01
3.958738049713193163e+02,6.603798955460936648e-01
3.960573613766730432e+02,6.622361163365174663e-01
3.962409177820267701e+02,6.589024542254490191e-01
3.964244741873804969e+02,6.530135934377689910e-01
3.966080305927342238e+02,6.463798592351356342e-01
3.967915869980879506e+02,6.408115768792074229e-01
3.969751434034416775e+02,6.381190716316429423e-01
3.971586998087954044e+02,6.398774800675302021e-01
3.973422562141491312e+02,6.453123222504381085e-01
3.975258126195028581e+02,6.524490444779701415e-01
3.977093690248565849e+02,6.593072772436546769e-01
3.978929254302103118e+02,6.639066510410202016e-01
3.980764818355640386e+02,6.639655352277075151e-01
3.982600382409177655e+02,6.567698383199973566e-01
3.984435946462714924e+02,6.449519535073977572e-01
3.986271510516252192e+02,6.320475783107801782e-01
3.988107074569789461e+02,6.215924102510156368e-01
3.989942638623326729e+02,6.171221468489755946e-01
3.991778202676863998e+02,6.197043427042290276e-01
3.993613766730401267e+02,6.263182214381720625e-01
3.995449330783939104e+02,6.346661038632412932e-01
3.997284894837476372e+02,6.424519299194608735e-01
3.999120458891013641e+02,6.473796395468632836e-01
4.000956022944550909e+02,6.475062271508283951e-01
4.002791586998088178e+02,6.439840216818429885e-01
4.004627151051625447e+02,6.385512338421273082e-01
4.006462715105162715e+02,6.327958801476130102e-01
4.008298279158699984e+02,6.283059771142323058e-01
4.010133843212237252e+02,6.266639646886906778e-01
4.011969407265774521e+02,6.278014493037861188e-01
4.013804971319311790e+02,6.303251237237261773e-01
4.015640535372849058e+02,6.333954029563019228e-01
4.017476099426386327e+02,6.361727020093049800e-01
4.019311663479923595e+02,6.378174358905263075e-01
4.021147227533460864e+02,6.369071938278303424e-01
4.022982791586998133e+02,6.317332346791392217e-01
4.024818355640535401e+02,6.241801845353543987e-01
4.026653919694072670e+02,6.164129034488833314e-01
4.028489483747609938e+02,6.105962514721340328e-01
4.030325047801147207e+02,6.088514570553674732e-01
4.032160611854684475e+02,6.107656453132821461e-01
4.033996175908221744e+02,6.145616808786119600e-01
4.035831739961759013e+02,6.190230159970685486e-01
4.037667304015296281e+02,6.229331029143632126e-01
4.039502868068833550e+02,6.250753938762070305e-01
4.041338432122370818e+02,6.246635751032706407e-01
4.043173996175908087e+02,6.224760470814498792e-01
4.045009560229445356e+02,6.190724615289756594e-01
4.046845124282982624e+02,6.149743638258396983e-01
4.048680688336519893e+02,6.107032993520338238e-01
4.050516252390057161e+02,6.066865897981603695e-01
4.052351816443594430e+02,6.018337813247005563e-01
4.054187380497131699e+02,5.962540191699604586e-01
4.056022944550668967e+02,5.906909321319661066e-01
4.057858508604206236e+02,5.858881490087430866e-01
4.059694072657744073e+02,5.825892985983168737e-01
4.061529636711281341e+02,5.806807057626920399e-01
4.063365200764818610e+02,5.789674813053871105e-01
4.065200764818355879e+02,5.775173756543579007e-01
4.067036328871893147e+02,5.764294472730823182e-01
4.068871892925430416e+02,5.758027546250380491e-01
4.070707456978967684e+02,5.760256288357443744e-01
4.072543021032504953e+02,5.795525423267611220e-01
4.074378585086042222e+02,5.857110352555408017e-01
4.076214149139579490e+02,5.929918585940936460e-01
4.078049713193116759e+02,5.998857633144297763e-01
4.079885277246654027e+02,6.048835003885599804e-01
4.081720841300191296e+02,6.082707326752133659e-01
4.083556405353728564e+02,6.115760557161368238e-01
4.085391969407265833e+02,6.145062510589340832e-01
4.087227533460803102e+02,6.167609098703804582e-01
4.089063097514340370e+02,6.180396233172515963e-01
4.090898661567877639e+02,6.181960811623145036e-01
4.092734225621414907e+02,6.180106955822675108e-01
4.094569789674952176e+02,6.176521726406775104e-01
4.096405353728489445e+02,6.171354171851521908e-01
4.098240917782026713e+02,6.164753340632996848e-01
4.100076481835563982e+02,6.156824773651351501e-01
4.101912045889101250e+02,6.124152731378378345e-01
4.103747609942638519e+02,6.060247550134116867e-01
4.105583173996175788e+02,5.984594870561971147e-01
4.107418738049713056e+02,5.916680333305340822e-01
4.109254302103250325e+02,5.875989579007633301e-01
4.111089866156787593e+02,5.879148914927726510e-01
4.112925430210324862e+02,5.918289009071793227e-01
4.114760994263862131e+02,5.976337466492360750e-01
4.116596558317399399e+02,6.036564306778885447e-01
4.118432122370936668e+02,6.082239549520825905e-01
4.120267686424473936e+02,6.097107431631145769e-01
4.122103250478011205e+02,6.095982212684503132e-01
4.123938814531549042e+02,6.093219862853674895e-01
4.125774378585086311e+02,6.088959020771719244e-01
4.127609942638623579e+02,6.083338325071691033e-01
4.129445506692160848e+02,6.076496414386646228e-01
4.131281070745698116e+02,6.058484076477755886e-01
4.133116634799235385e+02,6.008386719088256722e-01
4.134952198852772653e+02,5.941649101845037917e-01
4.136787762906309922e+02,5.875871486249940601e-01
4.138623326959847191e+02,5.828654133804792581e-01
4.140458891013384459e+02,5.816079105940729077e-01
4.142294455066921728e+02,5.817695019012810720e-01
4.144130019120458996e+02,5.821252006188736283e-01
4.145965583173996265e+02,5.826489553579641267e-01
4.147801147227533534e+02,5.833147147296660062e-01
4.149636711281070802e+02,5.840964273450928168e-01
4.151472275334608071e+02,5.856794594332583870e-01
4.153307839388145339e+02,5.890124180633076190e-01
4.155143403441682608e+02,5.932273860528689546e-01
4.156978967495219877e+02,5.974073131306050222e-01
4.158814531548757145e+02,6.006351490251778946e-01
4.160650095602294414e+02,6.021371279385219211e-01
4.162485659655831682e+02,6.029647799592572355e-01
4.164321223709368951e+02,6.036021388751355854e-01
4.166156787762906220e+02,6.041258596030782968e-01
4.167992351816443488e+02,6.046125970600061406e-01
4.169827915869980757e+02,6.051390061628403316e-01
4.171663479923518025e+02,6.056713082015787730e-01
4.173499043977055294e+02,6.061258565508623741e-01
4.175334608030592562e+02,6.065731954906881107e-01
4.177170172084129831e+02,6.070850438810148075e-01
4.179005736137667100e+02,6.077331205818019555e-01
4.180841300191204368e+02,6.087236588240116930e-01
4.182676864244741637e+02,6.108273057534464590e-01
4.184512428298278905e+02,6.136077571319733526e-01
4.186347992351816174e+02,6.164050538880715413e-01
4.188183556405354011e+02,6.185592369502206367e-01
4.190019120458891280e+02,6.194095343016862154e-01
4.191854684512428548e+02,6.118214251642495327e-01
4.193690248565965817e+02,5.935617139697855205e-01
4.195525812619503085e+02,5.708582049582620055e-01
4.197361376673040354e+02,5.499387023696465926e-01
4.199196940726577623e+02,5.370310104439071086e-01
4.201032504780114891e+02,5.370317219734387360e-01
4.202868068833652160e+02,5.458556860646966991e-01
4.204703632887189428e+02,5.593255811475191797e-01
4.206539196940726697e+02,5.737530505412782311e-01
